#CHR	bp	cM
HanXRQChr05	61700001	48.7354691358025
HanXRQChr05	61800001	48.7354938271605
HanXRQChr05	61900001	48.7355185185185
HanXRQChr05	62000001	48.7355432098765
HanXRQChr05	62100001	48.7355679012346
HanXRQChr05	62200001	48.7355925925926
HanXRQChr05	62300001	48.7356172839506
HanXRQChr05	62400001	48.7356419753086
HanXRQChr05	62500001	48.7356666666667
HanXRQChr05	62600001	48.7356913580247
HanXRQChr05	62700001	48.7357160493827
HanXRQChr05	62800001	48.7357407407407
HanXRQChr05	62900001	48.7357654320988
HanXRQChr05	63000001	48.7357901234568
HanXRQChr05	63100001	48.7358148148148
HanXRQChr05	63200001	48.7358395061728
HanXRQChr05	63300001	48.7358641975309
HanXRQChr05	63400001	48.7358888888889
HanXRQChr05	63500001	48.7359135802469
HanXRQChr05	63600001	48.7359382716049
HanXRQChr05	63700001	48.735962962963
HanXRQChr05	63800001	48.735987654321
HanXRQChr05	63900001	48.736012345679
HanXRQChr05	64000001	48.736037037037
HanXRQChr05	64100001	48.7360617283951
HanXRQChr05	64200001	48.7360864197531
HanXRQChr05	64300001	48.7361111111111
HanXRQChr05	64400001	48.7361358024691
HanXRQChr05	64500001	48.7361604938272
HanXRQChr05	64600001	48.7361851851852
HanXRQChr05	64700001	48.7362098765432
HanXRQChr05	64800001	48.7362345679012
HanXRQChr05	64900001	48.7362592592593
HanXRQChr05	65000001	48.7362839506173
HanXRQChr05	65100001	48.7363086419753
HanXRQChr05	65200001	48.7363333333333
HanXRQChr05	65300001	48.7363580246914
HanXRQChr05	65400001	48.7363827160494
HanXRQChr05	65500001	48.7364074074074
HanXRQChr05	65600001	48.7364320987654
HanXRQChr05	65700001	48.7364567901235
HanXRQChr05	65800001	48.7364814814815
HanXRQChr05	65900001	48.7365061728395
HanXRQChr05	66000001	48.7365308641975
HanXRQChr05	66100001	48.7365555555556
HanXRQChr05	66200001	48.7365802469136
HanXRQChr05	66300001	48.7366049382716
HanXRQChr05	66400001	48.7366296296296
HanXRQChr05	66500001	48.7366543209877
HanXRQChr05	66600001	48.7366790123457
HanXRQChr05	66700001	48.7367037037037
HanXRQChr05	66800001	48.7367283950617
HanXRQChr05	66900001	48.7367530864198
HanXRQChr05	67000001	48.7367777777778
HanXRQChr05	67100001	48.7368024691358
HanXRQChr05	67200001	48.7368271604938
HanXRQChr05	67300001	48.7368518518519
HanXRQChr05	67400001	48.7368765432099
HanXRQChr05	67500001	48.7369012345679
HanXRQChr05	67600001	48.7369259259259
HanXRQChr05	67700001	48.736950617284
HanXRQChr05	67800001	48.736975308642
HanXRQChr05	67900001	48.737
HanXRQChr05	68000001	48.737024691358
HanXRQChr05	68100001	48.7370493827161
HanXRQChr05	68200001	48.7370740740741
HanXRQChr05	68300001	48.7370987654321
HanXRQChr05	68400001	48.7371234567901
HanXRQChr05	68500001	48.7371481481482
HanXRQChr05	68600001	48.7371728395062
HanXRQChr05	68700001	48.7371975308642
HanXRQChr05	68800001	48.7372222222222
HanXRQChr05	68900001	48.7372469135802
HanXRQChr05	69000001	48.7372716049383
HanXRQChr05	69100001	48.7372962962963
HanXRQChr05	69200001	48.7373209876543
HanXRQChr05	69300001	48.7373456790123
HanXRQChr05	69400001	48.7373703703704
HanXRQChr05	69500001	48.7373950617284
HanXRQChr05	69600001	48.7374197530864
HanXRQChr05	69700001	48.7374444444444
HanXRQChr05	69800001	48.7374691358025
HanXRQChr05	69900001	48.7374938271605
HanXRQChr05	70000001	48.7375185185185
HanXRQChr05	70100001	48.7375432098765
HanXRQChr05	70200001	48.7375679012346
HanXRQChr05	70300001	48.7375925925926
HanXRQChr05	70400001	48.7376172839506
HanXRQChr05	70500001	48.7376419753086
HanXRQChr05	70600001	48.7376666666667
HanXRQChr05	70700001	48.7376913580247
HanXRQChr05	70800001	48.7377160493827
HanXRQChr05	70900001	48.7377407407407
HanXRQChr05	71000001	48.7377654320988
HanXRQChr05	71100001	48.7377901234568
HanXRQChr05	71200001	48.7378148148148
HanXRQChr05	71300001	48.7378395061728
HanXRQChr05	71400001	48.7378641975309
HanXRQChr05	71500001	48.7378888888889
HanXRQChr05	71600001	48.7379135802469
HanXRQChr05	71700001	48.7379382716049
HanXRQChr05	71800001	48.737962962963
HanXRQChr05	71900001	48.737987654321
HanXRQChr05	72000001	48.738012345679
HanXRQChr05	72100001	48.738037037037
HanXRQChr05	72200001	48.7380617283951
HanXRQChr05	72300001	48.7380864197531
HanXRQChr05	72400001	48.7381111111111
HanXRQChr05	72500001	48.7381358024691
HanXRQChr05	72600001	48.7381604938272
HanXRQChr05	72700001	48.7381851851852
HanXRQChr05	72800001	48.7382098765432
HanXRQChr05	72900001	48.7382345679012
HanXRQChr05	73000001	48.7382592592593
HanXRQChr05	73100001	48.7382839506173
HanXRQChr05	73200001	48.7383086419753
HanXRQChr05	73300001	48.7383333333333
HanXRQChr05	73400001	48.7383580246914
HanXRQChr05	73500001	48.7383827160494
HanXRQChr05	73600001	48.7384074074074
HanXRQChr05	73700001	48.7384320987654
HanXRQChr05	73800001	48.7384567901235
HanXRQChr05	73900001	48.7384814814815
HanXRQChr05	74000001	48.7385061728395
HanXRQChr05	74100001	48.7385308641975
HanXRQChr05	74200001	48.7385555555556
HanXRQChr05	74300001	48.7385802469136
HanXRQChr05	74400001	48.7386049382716
HanXRQChr05	74500001	48.7386296296296
HanXRQChr05	74600001	48.7386543209877
HanXRQChr05	74700001	48.7386790123457
HanXRQChr05	74800001	48.7387037037037
HanXRQChr05	74900001	48.7387283950617
HanXRQChr05	75000001	48.7387530864198
HanXRQChr05	75100001	48.7387777777778
HanXRQChr05	75200001	48.7388024691358
HanXRQChr05	75300001	48.7388271604938
HanXRQChr05	75400001	48.7388518518518
HanXRQChr05	75500001	48.7388765432099
HanXRQChr05	75600001	48.7389012345679
HanXRQChr05	75700001	48.7389259259259
HanXRQChr05	75800001	48.7389506172839
HanXRQChr05	75900001	48.738975308642
HanXRQChr05	76000001	48.739
HanXRQChr05	76100001	48.739024691358
HanXRQChr05	76200001	48.739049382716
HanXRQChr05	76300001	48.7390740740741
HanXRQChr05	76400001	48.7390987654321
HanXRQChr05	76500001	48.7391234567901
HanXRQChr05	76600001	48.7391481481481
HanXRQChr05	76700001	48.7391728395062
HanXRQChr05	76800001	48.7391975308642
HanXRQChr05	76900001	48.7392222222222
HanXRQChr05	77000001	48.7392469135802
HanXRQChr05	77100001	48.7392716049383
HanXRQChr05	77200001	48.7392962962963
HanXRQChr05	77300001	48.7393209876543
HanXRQChr05	77400001	48.7393456790123
HanXRQChr05	77500001	48.7393703703704
HanXRQChr05	77600001	48.7393950617284
HanXRQChr05	77700001	48.7394197530864
HanXRQChr05	77800001	48.7394444444444
HanXRQChr05	77900001	48.7394691358025
HanXRQChr05	78000001	48.7394938271605
HanXRQChr05	78100001	48.7395185185185
HanXRQChr05	78200001	48.7395432098765
HanXRQChr05	78300001	48.7395679012346
HanXRQChr05	78400001	48.7395925925926
HanXRQChr05	78500001	48.7396172839506
HanXRQChr05	78600001	48.7396419753086
HanXRQChr05	78700001	48.7396666666667
HanXRQChr05	78800001	48.7396913580247
HanXRQChr05	78900001	48.7397160493827
HanXRQChr05	79000001	48.7397407407407
HanXRQChr05	79100001	48.7397654320988
HanXRQChr05	79200001	48.7397901234568
HanXRQChr05	79300001	48.7398148148148
HanXRQChr05	79400001	48.7398395061728
HanXRQChr05	79500001	48.7398641975309
HanXRQChr05	79600001	48.7398888888889
HanXRQChr05	79700001	48.7399135802469
HanXRQChr05	79800001	48.7399382716049
HanXRQChr05	79900001	48.739962962963
HanXRQChr05	80000001	48.739987654321
HanXRQChr05	80100001	48.740012345679
HanXRQChr05	80200001	48.740037037037
HanXRQChr05	80300001	48.7400617283951
HanXRQChr05	80400001	48.7400864197531
HanXRQChr05	80500001	48.7401111111111
HanXRQChr05	80600001	48.7401358024691
HanXRQChr05	80700001	48.7401604938272
HanXRQChr05	80800001	48.7401851851852
HanXRQChr05	80900001	48.7402098765432
HanXRQChr05	81000001	48.7402345679012
HanXRQChr05	81100001	48.7402592592593
HanXRQChr05	81200001	48.7402839506173
HanXRQChr05	81300001	48.7403086419753
HanXRQChr05	81400001	48.7403333333333
HanXRQChr05	81500001	48.7403580246914
HanXRQChr05	81600001	48.7403827160494
HanXRQChr05	81700001	48.7404074074074
HanXRQChr05	81800001	48.7404320987654
HanXRQChr05	81900001	48.7404567901235
HanXRQChr05	82000001	48.7404814814815
HanXRQChr05	82100001	48.7405061728395
HanXRQChr05	82200001	48.7405308641975
HanXRQChr05	82300001	48.7405555555556
HanXRQChr05	82400001	48.7405802469136
HanXRQChr05	82500001	48.7406049382716
HanXRQChr05	82600001	48.7406296296296
HanXRQChr05	82700001	48.7406543209877
HanXRQChr05	82800001	48.7406790123457
HanXRQChr05	82900001	48.7407037037037
HanXRQChr05	83000001	48.7407283950617
HanXRQChr05	83100001	48.7407530864198
HanXRQChr05	83200001	48.7407777777778
HanXRQChr05	83300001	48.7408024691358
HanXRQChr05	83400001	48.7408271604938
HanXRQChr05	83500001	48.7408518518519
HanXRQChr05	83600001	48.7408765432099
HanXRQChr05	83700001	48.7409012345679
HanXRQChr05	83800001	48.7409259259259
HanXRQChr05	83900001	48.7409506172839
HanXRQChr05	84000001	48.740975308642
HanXRQChr05	84100001	48.741
HanXRQChr05	84200001	48.741024691358
HanXRQChr05	84300001	48.741049382716
HanXRQChr05	84400001	48.7410740740741
HanXRQChr05	84500001	48.7410987654321
HanXRQChr05	84600001	48.7411234567901
HanXRQChr05	84700001	48.7411481481481
HanXRQChr05	84800001	48.7411728395062
HanXRQChr05	84900001	48.7411975308642
HanXRQChr05	85000001	48.7412222222222
HanXRQChr05	85100001	48.7412469135802
HanXRQChr05	85200001	48.7412716049383
HanXRQChr05	85300001	48.7412962962963
HanXRQChr05	85400001	48.7413209876543
HanXRQChr05	85500001	48.7413456790123
HanXRQChr05	85600001	48.7413703703704
HanXRQChr05	85700001	48.7413950617284
HanXRQChr05	85800001	48.7414197530864
HanXRQChr05	85900001	48.7414444444444
HanXRQChr05	86000001	48.7414691358025
HanXRQChr05	86100001	48.7414938271605
HanXRQChr05	86200001	48.7415185185185
HanXRQChr05	86300001	48.7415432098765
HanXRQChr05	86400001	48.7415679012346
HanXRQChr05	86500001	48.7415925925926
HanXRQChr05	86600001	48.7416172839506
HanXRQChr05	86700001	48.7416419753086
HanXRQChr05	86800001	48.7416666666667
HanXRQChr05	86900001	48.7416913580247
HanXRQChr05	87000001	48.7417160493827
HanXRQChr05	87100001	48.7417407407407
HanXRQChr05	87200001	48.7417654320988
HanXRQChr05	87300001	48.7417901234568
HanXRQChr05	87400001	48.7418148148148
HanXRQChr05	87500001	48.7418395061728
HanXRQChr05	87600001	48.7418641975309
HanXRQChr05	87700001	48.7418888888889
HanXRQChr05	87800001	48.7419135802469
HanXRQChr05	87900001	48.7419382716049
HanXRQChr05	88000001	48.741962962963
HanXRQChr05	88100001	48.741987654321
HanXRQChr05	88200001	48.742012345679
HanXRQChr05	88300001	48.742037037037
HanXRQChr05	88400001	48.7420617283951
HanXRQChr05	88500001	48.7420864197531
HanXRQChr05	88600001	48.7421111111111
HanXRQChr05	88700001	48.7421358024691
HanXRQChr05	88800001	48.7421604938272
HanXRQChr05	88900001	48.7421851851852
HanXRQChr05	89000001	48.7422098765432
HanXRQChr05	89100001	48.7422345679012
HanXRQChr05	89200001	48.7422592592593
HanXRQChr05	89300001	48.7422839506173
HanXRQChr05	89400001	48.7423086419753
HanXRQChr05	89500001	48.7423333333333
HanXRQChr05	89600001	48.7423580246914
HanXRQChr05	89700001	48.7423827160494
HanXRQChr05	89800001	48.7424074074074
HanXRQChr05	89900001	48.7424320987654
HanXRQChr05	90000001	48.7424567901235
HanXRQChr05	90100001	48.7424814814815
HanXRQChr05	90200001	48.7425061728395
HanXRQChr05	90300001	48.7425308641975
HanXRQChr05	90400001	48.7425555555556
HanXRQChr05	90500001	48.7425802469136
HanXRQChr05	90600001	48.7426049382716
HanXRQChr05	90700001	48.7426296296296
HanXRQChr05	90800001	48.7426543209877
HanXRQChr05	90900001	48.7426790123457
HanXRQChr05	91000001	48.7427037037037
HanXRQChr05	91100001	48.7427283950617
HanXRQChr05	91200001	48.7427530864198
HanXRQChr05	91300001	48.7427777777778
HanXRQChr05	91400001	48.7428024691358
HanXRQChr05	91500001	48.7428271604938
HanXRQChr05	91600001	48.7428518518519
HanXRQChr05	91700001	48.7428765432099
HanXRQChr05	91800001	48.7429012345679
HanXRQChr05	91900001	48.7429259259259
HanXRQChr05	92000001	48.742950617284
HanXRQChr05	92100001	48.742975308642
HanXRQChr05	92200001	48.743
HanXRQChr05	92300001	48.743024691358
HanXRQChr05	92400001	48.7430493827161
HanXRQChr05	92500001	48.7430740740741
HanXRQChr05	92600001	48.7430987654321
HanXRQChr05	92700001	48.7431234567901
HanXRQChr05	92800001	48.7431481481481
HanXRQChr05	92900001	48.7431728395062
HanXRQChr05	93000001	48.7431975308642
HanXRQChr05	93100001	48.7432222222222
HanXRQChr05	93200001	48.7432469135802
HanXRQChr05	93300001	48.7432716049383
HanXRQChr05	93400001	48.7432962962963
HanXRQChr05	93500001	48.7433209876543
HanXRQChr05	93600001	48.7433456790123
HanXRQChr05	93700001	48.7433703703704
HanXRQChr05	93800001	48.7433950617284
HanXRQChr05	93900001	48.7434197530864
HanXRQChr05	94000001	48.7434444444444
HanXRQChr05	94100001	48.7434691358025
HanXRQChr05	94200001	48.7434938271605
HanXRQChr05	94300001	48.7435185185185
HanXRQChr05	94400001	48.7435432098765
HanXRQChr05	94500001	48.7435679012346
HanXRQChr05	94600001	48.7435925925926
HanXRQChr05	94700001	48.7436172839506
HanXRQChr05	94800001	48.7436419753086
HanXRQChr05	94900001	48.7436666666667
HanXRQChr05	95000001	48.7436913580247
HanXRQChr05	95100001	48.7437160493827
HanXRQChr05	95200001	48.7437407407407
HanXRQChr05	95300001	48.7437654320988
HanXRQChr05	95400001	48.7437901234568
HanXRQChr05	95500001	48.7438148148148
HanXRQChr05	95600001	48.7438395061728
HanXRQChr05	95700001	48.7438641975309
HanXRQChr05	95800001	48.7438888888889
HanXRQChr05	95900001	48.7439135802469
HanXRQChr05	96000001	48.7439382716049
HanXRQChr05	96100001	48.743962962963
HanXRQChr05	96200001	48.743987654321
HanXRQChr05	96300001	48.744012345679
HanXRQChr05	96400001	48.744037037037
HanXRQChr05	96500001	48.7440617283951
HanXRQChr05	96600001	48.7440864197531
HanXRQChr05	96700001	48.7441111111111
HanXRQChr05	96800001	48.7441358024691
HanXRQChr05	96900001	48.7441604938272
HanXRQChr05	97000001	48.7441851851852
HanXRQChr05	97100001	48.7442098765432
HanXRQChr05	97200001	48.7442345679012
HanXRQChr05	97300001	48.7442592592593
HanXRQChr05	97400001	48.7442839506173
HanXRQChr05	97500001	48.7443086419753
HanXRQChr05	97600001	48.7443333333333
HanXRQChr05	97700001	48.7443580246914
HanXRQChr05	97800001	48.7443827160494
HanXRQChr05	97900001	48.7444074074074
HanXRQChr05	98000001	48.7444320987654
HanXRQChr05	98100001	48.7444567901235
HanXRQChr05	98200001	48.7444814814815
HanXRQChr05	98300001	48.7445061728395
HanXRQChr05	98400001	48.7445308641975
HanXRQChr05	98500001	48.7445555555556
HanXRQChr05	98600001	48.7445802469136
HanXRQChr05	98700001	48.7446049382716
HanXRQChr05	98800001	48.7446296296296
HanXRQChr05	98900001	48.7446543209877
HanXRQChr05	99000001	48.7446790123457
HanXRQChr05	99100001	48.7447037037037
HanXRQChr05	99200001	48.7447283950617
HanXRQChr05	99300001	48.7447530864198
HanXRQChr05	99400001	48.7447777777778
HanXRQChr05	99500001	48.7448024691358
HanXRQChr05	99600001	48.7448271604938
HanXRQChr05	99700001	48.7448518518518
HanXRQChr05	99800001	48.7448765432099
HanXRQChr05	99900001	48.7449012345679
HanXRQChr05	100000001	48.7449259259259
HanXRQChr05	100100001	48.7449506172839
HanXRQChr05	100200001	48.744975308642
HanXRQChr05	100300001	48.7452631578947
HanXRQChr05	100400001	48.7455263157895
HanXRQChr05	100500001	48.7457894736842
HanXRQChr05	100600001	48.7460526315789
HanXRQChr05	100700001	48.7463157894737
HanXRQChr05	100800001	48.7465789473684
HanXRQChr05	100900001	48.7468421052632
HanXRQChr05	101000001	48.7471052631579
HanXRQChr05	101100001	48.7473684210526
HanXRQChr05	101200001	48.7476315789474
HanXRQChr05	101300001	48.7478947368421
HanXRQChr05	101400001	48.7481578947368
HanXRQChr05	101500001	48.7484210526316
HanXRQChr05	101600001	48.7486842105263
HanXRQChr05	101700001	48.748947368421
HanXRQChr05	101800001	48.7492105263158
HanXRQChr05	101900001	48.7494736842105
HanXRQChr05	102000001	48.7497368421053
HanXRQChr05	102100001	48.75
HanXRQChr05	102200001	48.7502631578947
HanXRQChr05	102300001	48.7505263157895
HanXRQChr05	102400001	48.7507894736842
HanXRQChr05	102500001	48.7510526315789
HanXRQChr05	102600001	48.7513157894737
HanXRQChr05	102700001	48.7515789473684
HanXRQChr05	102800001	48.7518421052632
HanXRQChr05	102900001	48.7521052631579
HanXRQChr05	103000001	48.7523684210526
HanXRQChr05	103100001	48.7526315789474
HanXRQChr05	103200001	48.7528947368421
HanXRQChr05	103300001	48.7531578947368
HanXRQChr05	103400001	48.7534210526316
HanXRQChr05	103500001	48.7536842105263
HanXRQChr05	103600001	48.7539473684211
HanXRQChr05	103700001	48.7542105263158
HanXRQChr05	103800001	48.7544736842105
HanXRQChr05	103900001	48.7547368421053
HanXRQChr05	104000001	48.7554761904762
HanXRQChr05	104100001	48.7559523809524
HanXRQChr05	104200001	48.7564285714286
HanXRQChr05	104300001	48.7569047619048
HanXRQChr05	104400001	48.7573809523809
HanXRQChr05	104500001	48.7578571428571
HanXRQChr05	104600001	48.7583333333333
HanXRQChr05	104700001	48.7588095238095
HanXRQChr05	104800001	48.7592857142857
HanXRQChr05	104900001	48.7597619047619
HanXRQChr05	105000001	48.7602380952381
HanXRQChr05	105100001	48.7607142857143
HanXRQChr05	105200001	48.7611904761905
HanXRQChr05	105300001	48.7616666666667
HanXRQChr05	105400001	48.7621428571429
HanXRQChr05	105500001	48.762619047619
HanXRQChr05	105600001	48.7630952380952
HanXRQChr05	105700001	48.7635714285714
HanXRQChr05	105800001	48.7640476190476
HanXRQChr05	105900001	48.7645238095238
HanXRQChr05	106000001	48.765625
HanXRQChr05	106100001	48.76625
HanXRQChr05	106200001	48.766875
HanXRQChr05	106300001	48.7675
HanXRQChr05	106400001	48.768125
HanXRQChr05	106500001	48.76875
HanXRQChr05	106600001	48.769375
HanXRQChr05	106700001	48.77
HanXRQChr05	106800001	48.770625
HanXRQChr05	106900001	48.77125
HanXRQChr05	107000001	48.771875
HanXRQChr05	107100001	48.7725
HanXRQChr05	107200001	48.773125
HanXRQChr05	107300001	48.77375
HanXRQChr05	107400001	48.774375
HanXRQChr05	107500001	48.7757142857143
HanXRQChr05	107600001	48.7764285714286
HanXRQChr05	107700001	48.7771428571429
HanXRQChr05	107800001	48.7778571428571
HanXRQChr05	107900001	48.7785714285714
HanXRQChr05	108000001	48.7792857142857
HanXRQChr05	108100001	48.78
HanXRQChr05	108200001	48.7807142857143
HanXRQChr05	108300001	48.7814285714286
HanXRQChr05	108400001	48.7821428571429
HanXRQChr05	108500001	48.7828571428571
HanXRQChr05	108600001	48.7835714285714
HanXRQChr05	108700001	48.7842857142857
HanXRQChr05	108800001	48.7859090909091
HanXRQChr05	108900001	48.7868181818182
HanXRQChr05	109000001	48.7877272727273
HanXRQChr05	109100001	48.7886363636364
HanXRQChr05	109200001	48.7895454545455
HanXRQChr05	109300001	48.7904545454545
HanXRQChr05	109400001	48.7913636363636
HanXRQChr05	109500001	48.7922727272727
HanXRQChr05	109600001	48.7931818181818
HanXRQChr05	109700001	48.7940909090909
HanXRQChr05	109800001	48.7959090909091
HanXRQChr05	109900001	48.7968181818182
HanXRQChr05	110000001	48.7977272727273
HanXRQChr05	110100001	48.7986363636364
HanXRQChr05	110200001	48.7995454545455
HanXRQChr05	110300001	48.8004545454545
HanXRQChr05	110400001	48.8013636363636
HanXRQChr05	110500001	48.8022727272727
HanXRQChr05	110600001	48.8031818181818
HanXRQChr05	110700001	48.8040909090909
HanXRQChr05	110800001	48.8061111111111
HanXRQChr05	110900001	48.8072222222222
HanXRQChr05	111000001	48.8083333333333
HanXRQChr05	111100001	48.8094444444444
HanXRQChr05	111200001	48.8105555555556
HanXRQChr05	111300001	48.8116666666667
HanXRQChr05	111400001	48.8127777777778
HanXRQChr05	111500001	48.8138888888889
HanXRQChr05	111600001	48.81625
HanXRQChr05	111700001	48.8175
HanXRQChr05	111800001	48.81875
HanXRQChr05	111900001	48.82
HanXRQChr05	112000001	48.82125
HanXRQChr05	112100001	48.8225
HanXRQChr05	112200001	48.82375
HanXRQChr05	112300001	48.8261111111111
HanXRQChr05	112400001	48.8272222222222
HanXRQChr05	112500001	48.8283333333333
HanXRQChr05	112600001	48.8294444444444
HanXRQChr05	112700001	48.8305555555555
HanXRQChr05	112800001	48.8316666666667
HanXRQChr05	112900001	48.8327777777778
HanXRQChr05	113000001	48.8338888888889
HanXRQChr05	113100001	48.8364285714286
HanXRQChr05	113200001	48.8378571428571
HanXRQChr05	113300001	48.8392857142857
HanXRQChr05	113400001	48.8407142857143
HanXRQChr05	113500001	48.8421428571429
HanXRQChr05	113600001	48.8435714285714
HanXRQChr05	113700001	48.8464285714286
HanXRQChr05	113800001	48.8478571428571
HanXRQChr05	113900001	48.8492857142857
HanXRQChr05	114000001	48.8507142857143
HanXRQChr05	114100001	48.8521428571429
HanXRQChr05	114200001	48.8535714285714
HanXRQChr05	114300001	48.8564285714286
HanXRQChr05	114400001	48.8578571428571
HanXRQChr05	114500001	48.8592857142857
HanXRQChr05	114600001	48.8607142857143
HanXRQChr05	114700001	48.8621428571429
HanXRQChr05	114800001	48.8635714285714
HanXRQChr05	114900001	48.8666666666667
HanXRQChr05	115000001	48.8683333333333
HanXRQChr05	115100001	48.87
HanXRQChr05	115200001	48.8716666666667
HanXRQChr05	115300001	48.8733333333333
HanXRQChr05	115400001	48.8764285714286
HanXRQChr05	115500001	48.8778571428571
HanXRQChr05	115600001	48.8792857142857
HanXRQChr05	115700001	48.8807142857143
HanXRQChr05	115800001	48.8821428571429
HanXRQChr05	115900001	48.8835714285714
HanXRQChr05	116000001	48.8866666666667
HanXRQChr05	116100001	48.8883333333333
HanXRQChr05	116200001	48.89
HanXRQChr05	116300001	48.8916666666667
HanXRQChr05	116400001	48.8933333333333
HanXRQChr05	116500001	48.897
HanXRQChr05	116600001	48.899
HanXRQChr05	116700001	48.901
HanXRQChr05	116800001	48.903
HanXRQChr05	116900001	48.9066666666667
HanXRQChr05	117000001	48.9083333333333
HanXRQChr05	117100001	48.91
HanXRQChr05	117200001	48.9116666666667
HanXRQChr05	117300001	48.9133333333333
HanXRQChr05	117400001	48.917
HanXRQChr05	117500001	48.919
HanXRQChr05	117600001	48.921
HanXRQChr05	117700001	48.923
HanXRQChr05	117800001	48.9266666666667
HanXRQChr05	117900001	48.9283333333333
HanXRQChr05	118000001	48.93
HanXRQChr05	118100001	48.9316666666667
HanXRQChr05	118200001	48.9333333333333
HanXRQChr05	118300001	48.937
HanXRQChr05	118400001	48.939
HanXRQChr05	118500001	48.941
HanXRQChr05	118600001	48.943
HanXRQChr05	118700001	48.947
HanXRQChr05	118800001	48.949
HanXRQChr05	118900001	48.951
HanXRQChr05	119000001	48.953
HanXRQChr05	119100001	48.957
HanXRQChr05	119200001	48.959
HanXRQChr05	119300001	48.961
HanXRQChr05	119400001	48.963
HanXRQChr05	119500001	48.9675
HanXRQChr05	119600001	48.97
HanXRQChr05	119700001	48.9725
HanXRQChr05	119800001	48.977
HanXRQChr05	119900001	48.979
HanXRQChr05	120000001	48.981
HanXRQChr05	120100001	48.983
HanXRQChr05	120200001	48.9875
HanXRQChr05	120300001	48.99
HanXRQChr05	120400001	48.9925
HanXRQChr05	120500001	48.997
HanXRQChr05	120600001	48.999
HanXRQChr05	120700001	49.001
HanXRQChr05	120800001	49.003
HanXRQChr05	120900001	49.0075
HanXRQChr05	121000001	49.01
HanXRQChr05	121100001	49.0125
HanXRQChr05	121200001	49.0175
HanXRQChr05	121300001	49.02
HanXRQChr05	121400001	49.0225
HanXRQChr05	121500001	49.027
HanXRQChr05	121600001	49.029
HanXRQChr05	121700001	49.031
HanXRQChr05	121800001	49.033
HanXRQChr05	121900001	49.0375
HanXRQChr05	122000001	49.04
HanXRQChr05	122100001	49.0425
HanXRQChr05	122200001	49.0475
HanXRQChr05	122300001	49.05
HanXRQChr05	122400001	49.0525
HanXRQChr05	122500001	49.0575
HanXRQChr05	122600001	49.06
HanXRQChr05	122700001	49.0625
HanXRQChr05	122800001	49.0675
HanXRQChr05	122900001	49.07
HanXRQChr05	123000001	49.0725
HanXRQChr05	123100001	49.0775
HanXRQChr05	123200001	49.08
HanXRQChr05	123300001	49.0825
HanXRQChr05	123400001	49.0883333333333
HanXRQChr05	123500001	49.0916666666667
HanXRQChr05	123600001	49.0975
HanXRQChr05	123700001	49.1
HanXRQChr05	123800001	49.1025
HanXRQChr05	123900001	49.1075
HanXRQChr05	124000001	49.11
HanXRQChr05	124100001	49.1125
HanXRQChr05	124200001	49.1175
HanXRQChr05	124300001	49.12
HanXRQChr05	124400001	49.1225
HanXRQChr05	124500001	49.1283333333333
HanXRQChr05	124600001	49.1316666666667
HanXRQChr05	124700001	49.1375
HanXRQChr05	124800001	49.14
HanXRQChr05	124900001	49.1425
HanXRQChr05	125000001	49.1483333333333
HanXRQChr05	125100001	49.1516666666667
HanXRQChr05	125200001	49.1575
HanXRQChr05	125300001	49.16
HanXRQChr05	125400001	49.1625
HanXRQChr05	125500001	49.1683333333333
HanXRQChr05	125600001	49.1716666666667
HanXRQChr05	125700001	49.1775
HanXRQChr05	125800001	49.18
HanXRQChr05	125900001	49.1825
HanXRQChr05	126000001	49.1883333333333
HanXRQChr05	126100001	49.1916666666667
HanXRQChr05	126200001	49.1983333333333
HanXRQChr05	126300001	49.2016666666667
HanXRQChr05	126400001	49.2075
HanXRQChr05	126500001	49.21
HanXRQChr05	126600001	49.2125
HanXRQChr05	126700001	49.2183333333333
HanXRQChr05	126800001	49.2216666666667
HanXRQChr05	126900001	49.2283333333333
HanXRQChr05	127000001	49.2316666666667
HanXRQChr05	127100001	49.2383333333333
HanXRQChr05	127200001	49.2416666666667
HanXRQChr05	127300001	49.2475
HanXRQChr05	127400001	49.25
HanXRQChr05	127500001	49.2525
HanXRQChr05	127600001	49.2583333333333
HanXRQChr05	127700001	49.2616666666667
HanXRQChr05	127800001	49.2683333333333
HanXRQChr05	127900001	49.2716666666667
HanXRQChr05	128000001	49.2783333333333
HanXRQChr05	128100001	49.2816666666667
HanXRQChr05	128200001	49.2883333333333
HanXRQChr05	128300001	49.2916666666667
HanXRQChr05	128400001	49.2983333333333
HanXRQChr05	128500001	49.3016666666667
HanXRQChr05	128600001	49.3083333333333
HanXRQChr05	128700001	49.3116666666667
HanXRQChr05	128800001	49.3183333333333
HanXRQChr05	128900001	49.3216666666667
HanXRQChr05	129000001	49.3283333333333
HanXRQChr05	129100001	49.3316666666667
HanXRQChr05	129200001	49.3383333333333
HanXRQChr05	129300001	49.3416666666667
HanXRQChr05	129400001	49.3483333333333
HanXRQChr05	129500001	49.3516666666667
HanXRQChr05	129600001	49.3583333333333
HanXRQChr05	129700001	49.3616666666667
HanXRQChr05	129800001	49.3683333333333
HanXRQChr05	129900001	49.3716666666667
HanXRQChr05	130000001	49.3783333333333
HanXRQChr05	130100001	49.3816666666667
HanXRQChr05	130200001	49.3883333333333
HanXRQChr05	130300001	49.3916666666667
